Region,Month and Year,Homicide Total,Murder,Attempted / Conspiracy to Murder,Manslaughter,Driving Causing Death,Recent Sexual Offence Total,Sexual Assault,Non-Assaultive Sexual Offences,Historical Sexual Offence Total,Sexual Assault,Non-Assaultive Sexual Offences,Assault (Family) Total,Serious Assault (Family),Common Assault (Family),Assault (Non-Family) Total,Serious Assault (Non-Family),Common Assault (Non-Family),Assault Police Officer,Threatening Behaviour (Family) Total,Threatening Behaviour (Family),Possess Weapon to Cause Fear (Family),Threatening Behaviour (Non-Family) Total,Threatening Behaviour (Non-Family),Possess Weapon to Cause Fear (Non-Family),Deprivation of Liberty Total,Kidnapping / Child Stealing,Deprivation of Liberty,Robbery Total,Robbery (Business),Robbery (Non-Business),,Burglary Total,Burglary (Dwelling),Burglary (Non-Dwelling),Stealing of Motor Vehicle,Stealing Total,Stealing From Motor Vehicle (Contents or Parts),Stealing From Retail Premises (Shoplift),Stealing From Dwelling,Stealing From Other Premises or Place,Stealing as a Servant,Stealing (Not Elsewhere Classified),Property Damage Total,Criminal Damage,Damage,Arson Total,Cause Bushfire,Cause Damage by Fire,Other Fire Related Offences,,,Drug Offences Total,Drug Dealing,Drug Possession,Possession of Drug Paraphernalia,Cultivate or Manufacture Drugs,Other Drug Offences,Receiving and Possession of Stolen Property Total,Possess Stolen Property,Receiving Stolen Property,Regulated Weapons Offences,,Graffiti,Fraud & Related Offences Total,Forgery,Fraud (Credit Card),Fraud (Not Elsewhere Classified),Breach of Violence Restraint Order Total,Breach of Family Violence Restraint Order,Breach of Violence Restraint Order,Breach of Police Order,Total Selected Miscellaneous Offences
Midland,Nov-07,2,2,0,0,0,25,22,3,19,19,0,50,8,42,89,34,54,1,7,7,0,26,19,7,4,1,3,13,1,12,235,387,289,98,51,507,0,0,0,0,3,504,265,31,234,16,1,15,0,1226,1461,98,6,56,29,6,1,16,5,11,16,130,175,29,0,0,29,36,12,18,6,240
Midland,Dec-07,2,0,0,0,2,10,9,1,14,14,0,67,12,55,89,32,53,4,9,5,4,14,7,7,2,0,2,13,0,13,220,319,217,102,65,609,0,0,0,0,3,606,335,29,306,14,4,10,0,1342,1562,108,6,61,36,4,1,17,10,7,18,143,176,58,0,0,58,19,10,5,4,253
Midland,Jan-08,1,0,0,0,1,14,12,2,6,6,0,81,19,62,92,25,61,6,11,8,3,19,15,4,3,0,3,8,4,4,235,331,210,121,108,592,0,0,0,0,4,588,407,30,377,27,11,16,0,1465,1700,44,3,30,10,1,0,6,5,1,11,61,213,28,0,0,28,22,13,4,5,263
Midland,Feb-08,1,1,0,0,0,14,11,3,6,4,2,73,10,63,93,31,57,5,9,7,2,23,16,7,2,0,2,13,2,11,234,323,188,135,93,581,0,0,0,0,2,579,309,30,279,18,9,9,0,1324,1558,107,13,57,27,10,0,17,15,2,18,142,212,36,1,0,35,32,14,14,4,280
Midland,Mar-08,8,0,0,0,8,25,20,5,20,19,1,61,19,42,71,17,45,9,6,5,1,20,13,7,3,1,2,11,0,11,225,340,250,90,89,606,0,0,0,0,6,600,300,26,274,33,14,19,0,1368,1593,89,14,48,18,9,0,20,16,4,11,120,44,25,1,0,24,21,14,6,1,90
Midland,Apr-08,0,0,0,0,0,16,11,5,5,5,0,58,8,50,54,15,39,0,5,2,3,4,3,1,0,0,0,9,2,7,151,327,213,114,81,533,0,0,0,0,4,529,269,28,241,12,1,11,0,1222,1373,120,10,72,35,2,1,12,7,5,18,150,139,31,1,0,30,25,15,7,3,195
Midland,May-08,0,0,0,0,0,28,23,5,6,5,1,51,12,39,79,15,63,1,0,0,0,16,2,14,2,0,2,7,1,6,189,231,150,81,64,603,0,0,0,0,8,595,330,20,310,7,0,7,0,1235,1424,172,19,103,44,4,2,18,14,4,24,214,244,32,1,0,31,37,31,4,2,313
Midland,Jun-08,0,0,0,0,0,13,7,6,55,46,9,47,10,37,76,17,53,6,4,4,0,11,7,4,0,0,0,14,3,11,220,286,192,94,87,573,0,0,0,0,4,569,283,17,266,5,0,5,0,1234,1454,125,7,75,40,2,1,22,13,9,15,162,132,23,1,0,22,31,23,5,3,186
Midland,Jul-08,1,0,0,0,1,3,2,1,22,22,0,66,17,49,89,18,66,5,14,12,2,11,6,5,7,0,7,7,2,5,220,249,141,108,52,560,0,0,0,0,3,557,289,21,268,10,0,10,0,1160,1380,123,13,59,48,2,1,33,14,19,21,177,102,44,0,0,44,48,30,14,4,194
Midland,Aug-08,1,1,0,0,0,16,13,3,6,6,0,50,13,37,76,12,62,2,10,8,2,20,15,5,2,0,2,7,3,4,188,240,174,66,60,520,0,0,0,0,3,517,292,31,261,6,0,6,0,1118,1306,149,20,76,43,8,2,32,23,9,31,212,86,32,1,0,31,24,17,4,3,142
Midland,Sep-08,0,0,0,0,0,6,4,2,3,2,1,52,18,34,80,31,41,8,6,5,1,12,7,5,1,0,1,10,3,7,170,301,211,90,45,539,0,0,0,0,4,535,309,32,277,14,0,14,0,1208,1378,100,10,55,30,4,1,12,8,4,8,120,392,44,2,0,42,23,13,8,2,459
Midland,Oct-08,1,0,1,0,0,19,11,8,4,4,0,51,13,38,79,28,49,2,3,2,1,12,6,6,0,0,0,13,0,13,182,283,193,90,66,616,0,0,0,0,7,609,320,33,287,4,0,4,0,1289,1471,117,9,59,40,9,0,9,7,2,13,139,302,34,13,0,21,40,25,10,5,376
Midland,Nov-08,2,2,0,0,0,19,14,5,3,2,1,52,10,42,83,25,53,5,7,5,2,17,11,6,6,0,6,7,0,7,196,269,152,117,40,534,0,0,0,0,2,532,287,35,252,17,1,16,0,1147,1343,101,11,59,28,3,0,16,11,5,22,139,215,59,0,0,59,19,12,4,3,293
Midland,Dec-08,0,0,0,0,0,20,11,9,1,1,0,89,17,72,68,23,40,5,7,7,0,16,9,7,1,0,1,9,1,8,211,286,176,110,57,470,0,0,0,0,5,465,280,42,238,27,14,13,0,1120,1331,83,7,41,30,5,0,16,8,8,16,115,155,46,1,0,45,40,27,9,4,241
Midland,Jan-09,0,0,0,0,0,14,9,5,12,11,1,82,25,57,85,29,49,7,7,6,1,23,20,3,1,0,1,9,1,8,233,273,177,96,70,532,0,0,0,0,3,529,378,49,329,21,7,14,0,1274,1507,94,4,58,26,5,1,27,25,2,20,141,229,41,0,0,41,28,14,13,1,298
Midland,Feb-09,0,0,0,0,0,15,7,8,4,3,1,68,17,51,96,29,59,8,4,3,1,19,9,10,3,0,3,14,3,11,223,233,153,80,68,547,0,0,0,0,1,546,307,37,270,7,2,5,0,1162,1385,78,9,44,16,7,2,13,8,5,10,101,186,33,0,0,33,37,20,11,6,256
Midland,Mar-09,2,0,0,0,2,25,14,11,18,17,1,68,18,50,112,42,65,5,8,8,0,12,7,5,3,0,3,18,2,16,266,270,183,87,50,517,0,0,0,0,6,511,337,60,277,21,13,8,0,1195,1461,83,5,52,24,2,0,11,3,8,14,108,180,24,2,0,22,55,44,9,2,259
Midland,Apr-09,0,0,0,0,0,12,8,4,29,27,2,72,18,54,82,25,52,5,7,6,1,8,6,2,2,0,2,9,2,7,221,321,232,89,63,478,0,0,0,0,4,474,316,54,262,17,11,6,0,1195,1416,116,14,64,33,5,0,17,12,5,14,147,93,65,17,0,48,32,19,11,2,190
Midland,May-09,0,0,0,0,0,12,10,2,11,10,1,59,18,41,79,30,48,1,7,6,1,11,9,2,2,0,2,17,1,16,198,276,199,77,68,581,0,0,0,0,1,580,266,34,232,35,21,14,0,1226,1424,143,10,89,36,8,0,48,22,26,19,210,119,59,4,0,55,25,11,10,4,203
Midland,Jun-09,0,0,0,0,0,2,1,1,3,3,0,38,6,32,67,18,47,2,4,4,0,13,11,2,4,0,4,9,0,9,140,257,172,85,54,514,0,0,0,0,3,511,274,27,247,7,1,6,0,1106,1246,106,8,62,30,6,0,14,7,7,4,124,256,21,1,0,20,25,12,9,4,302
Midland,Jul-09,0,0,0,0,0,6,2,4,7,6,1,44,10,34,65,16,46,3,5,5,0,13,9,4,0,0,0,8,2,6,148,286,182,104,69,467,0,0,0,0,2,465,252,24,228,9,1,8,0,1083,1231,159,10,75,57,14,3,27,18,9,18,204,425,24,3,0,21,27,18,4,5,476
Midland,Aug-09,0,0,0,0,0,22,15,7,6,6,0,74,20,54,61,19,35,7,8,6,2,7,2,5,2,0,2,6,1,5,186,181,133,48,43,391,0,0,0,0,2,389,270,39,231,11,0,11,0,896,1082,116,21,57,28,9,1,12,10,2,13,141,211,46,0,0,46,40,29,7,4,297
Midland,Sep-09,0,0,0,0,0,17,15,2,25,23,2,47,8,39,56,17,32,7,5,5,0,22,10,12,0,0,0,16,1,15,188,176,124,52,43,392,0,0,0,0,5,387,244,33,211,17,0,17,0,872,1060,137,11,70,42,12,2,10,5,5,7,154,329,56,4,0,52,26,19,5,2,411
Midland,Oct-09,0,0,0,0,0,21,15,6,3,3,0,57,14,43,84,34,43,7,6,6,0,16,11,5,3,0,3,13,2,11,203,211,143,68,27,497,0,0,0,0,3,494,278,22,256,22,1,21,0,1035,1238,103,5,57,33,6,2,20,17,3,11,134,178,97,0,0,97,97,79,6,12,372
Midland,Nov-09,0,0,0,0,0,15,7,8,13,13,0,64,17,47,90,31,56,3,12,12,0,14,10,4,5,0,5,12,2,10,225,221,155,66,28,434,0,0,0,0,5,429,293,32,261,8,2,6,0,984,1209,91,8,46,30,7,0,10,7,3,6,107,163,21,0,0,21,85,76,5,4,269
Midland,Dec-09,1,0,1,0,0,13,8,5,12,12,0,91,19,72,78,24,53,1,13,11,2,22,18,4,1,0,1,13,0,13,244,199,148,51,38,457,0,0,0,0,4,453,301,34,267,14,5,9,0,1009,1253,94,8,46,33,7,0,3,1,2,24,121,91,52,0,0,52,31,22,1,8,174
Midland,Jan-10,0,0,0,0,0,16,11,5,13,8,5,80,15,65,95,36,53,6,5,5,0,14,7,7,3,0,3,6,0,6,232,225,161,64,52,422,0,0,0,0,3,419,301,31,270,24,10,14,0,1024,1256,58,6,33,18,1,0,8,8,0,10,76,249,16,0,0,16,76,53,18,5,341
Midland,Feb-10,1,1,0,0,0,23,15,8,10,9,1,62,11,51,107,32,69,6,3,2,1,15,7,8,2,0,2,11,0,11,234,151,105,46,29,400,0,0,0,0,4,396,246,28,218,17,2,15,0,843,1077,86,15,34,28,9,0,9,7,2,14,109,267,13,0,0,13,63,31,26,6,343
Midland,Mar-10,1,0,0,0,1,23,18,5,15,14,1,98,23,75,97,22,74,1,7,5,2,15,9,6,2,1,1,12,1,11,270,187,143,44,46,452,0,0,0,0,1,451,261,33,228,8,2,6,0,954,1224,80,9,36,26,9,0,4,3,1,17,101,166,24,0,0,24,99,83,12,4,289
Midland,Apr-10,0,0,0,0,0,12,10,2,6,6,0,51,12,39,71,22,46,3,4,3,1,12,7,5,1,0,1,11,0,11,168,209,154,55,59,405,0,0,0,0,3,402,191,12,179,7,3,4,0,871,1039,156,68,53,31,3,1,11,7,4,17,184,336,28,2,0,26,27,14,8,5,391
Midland,May-10,2,2,0,0,0,16,5,11,23,23,0,70,15,55,73,26,45,2,8,5,3,22,15,7,5,1,4,13,5,8,232,252,196,56,43,437,0,0,0,0,2,435,234,32,202,6,0,6,0,972,1204,87,11,43,28,5,0,6,5,1,11,104,474,43,4,0,39,43,30,5,8,560
Midland,Jun-10,0,0,0,0,0,7,6,1,6,5,1,66,10,56,68,28,39,1,6,5,1,22,12,10,1,1,0,16,1,15,192,230,167,63,40,450,0,0,0,0,6,444,219,26,193,2,0,2,0,941,1133,116,59,29,23,5,0,19,11,8,28,163,365,21,4,0,17,29,23,4,2,415
Midland,Jul-10,0,0,0,0,0,13,13,0,11,11,0,65,17,48,95,31,58,6,4,3,1,19,13,6,2,0,2,6,0,6,215,238,169,69,49,435,0,0,0,0,6,429,233,27,206,4,0,4,0,959,1174,80,4,37,26,8,5,11,9,2,11,102,365,63,2,0,61,38,12,24,2,466
Midland,Aug-10,0,0,0,0,0,15,11,4,17,17,0,58,16,42,103,34,65,4,9,5,4,13,8,5,0,0,0,14,0,14,229,223,133,90,48,430,0,0,0,0,3,427,267,35,232,17,1,16,0,985,1214,67,4,42,14,6,1,11,7,4,17,95,404,40,1,0,39,48,40,3,5,492
Midland,Sep-10,1,0,0,1,0,11,9,2,15,15,0,67,19,48,80,26,52,2,6,6,0,10,7,3,1,0,1,11,1,10,202,284,208,76,56,483,0,0,0,0,5,478,280,47,233,7,1,6,0,1110,1312,66,3,39,20,4,0,22,16,6,12,100,415,40,0,0,40,34,25,5,4,489
Midland,Oct-10,0,0,0,0,0,8,5,3,24,23,1,64,14,50,97,36,59,2,5,5,0,17,8,9,1,0,1,10,0,10,226,279,169,110,43,506,0,0,0,0,3,503,335,46,289,7,1,6,0,1170,1396,82,6,45,25,5,1,10,7,3,13,105,189,26,1,0,25,34,24,2,8,249
Midland,Nov-10,1,1,0,0,0,7,5,2,10,8,2,74,20,54,114,41,69,4,9,5,4,19,12,7,0,0,0,12,0,12,246,329,226,103,62,455,0,0,0,0,2,453,292,31,261,11,3,8,0,1149,1395,80,6,34,36,4,0,10,4,6,25,115,52,11,1,0,10,21,9,4,8,84
Midland,Dec-10,0,0,0,0,0,9,7,2,10,10,0,97,22,75,91,30,52,9,7,4,3,18,8,10,3,0,3,15,0,15,250,376,281,95,86,533,0,0,0,0,2,531,345,44,301,7,4,3,0,1347,1597,66,7,38,13,8,0,18,12,6,23,107,159,17,0,0,17,44,28,12,4,220
Midland,Jan-11,0,0,0,0,0,10,7,3,5,5,0,102,22,80,80,38,42,0,10,9,1,12,10,2,5,0,5,21,2,19,245,380,316,64,64,532,0,0,0,0,4,528,306,43,263,6,2,4,0,1288,1533,52,3,32,14,3,0,15,10,5,27,94,183,49,0,0,49,31,14,9,8,263
Midland,Feb-11,2,1,0,0,1,12,8,4,5,5,0,86,21,65,96,37,49,10,8,7,1,28,12,16,0,0,0,15,2,13,252,285,213,72,47,409,0,0,0,0,2,407,277,49,228,9,3,5,1,1027,1279,58,10,27,17,4,0,9,4,5,23,90,28,57,5,0,52,44,25,10,9,129
Midland,Mar-11,1,0,0,0,1,19,12,7,26,19,7,105,19,86,128,37,85,6,7,4,3,17,10,7,2,0,2,21,2,19,326,329,237,92,49,483,0,0,0,0,2,481,329,45,284,14,6,8,0,1204,1530,95,9,46,26,13,1,4,2,2,15,114,44,49,17,0,32,49,35,7,7,142
Midland,Apr-11,0,0,0,0,0,12,8,4,25,23,2,98,22,76,80,26,52,2,12,11,1,20,12,8,3,0,3,12,0,12,262,349,250,99,64,497,0,0,0,0,0,497,269,39,230,13,5,8,0,1192,1454,102,5,59,32,5,1,15,9,6,18,135,31,22,1,0,21,31,15,9,7,84
Midland,May-11,1,0,0,0,1,10,4,6,15,14,1,89,15,74,84,21,55,8,7,5,2,17,8,9,0,0,0,13,1,12,236,298,208,90,51,540,0,0,0,0,5,535,272,32,240,4,0,4,0,1165,1401,84,8,44,27,5,0,11,8,3,13,108,22,97,0,0,97,53,36,12,5,172
Midland,Jun-11,0,0,0,0,0,15,9,6,6,6,0,59,11,48,78,29,44,5,8,6,2,20,10,10,1,0,1,19,3,16,206,266,213,53,56,576,0,0,0,0,1,575,294,36,258,7,0,7,0,1199,1405,50,7,27,9,6,1,3,2,1,9,62,28,30,3,0,27,34,19,8,7,92
Midland,Jul-11,0,0,0,0,0,15,7,8,16,4,12,61,10,51,73,14,52,7,12,8,4,21,13,8,2,0,2,12,3,9,212,272,201,71,53,536,0,0,0,0,7,529,280,40,240,6,0,6,0,1147,1359,81,4,42,27,8,0,12,7,5,22,115,45,113,1,0,112,31,20,6,5,189
Midland,Aug-11,1,0,0,0,1,13,7,6,4,2,2,81,19,62,75,26,44,5,12,5,7,25,11,14,1,0,1,23,2,21,235,253,188,65,57,510,0,0,0,0,2,508,284,35,249,7,2,5,0,1111,1346,97,8,57,28,4,0,13,12,1,45,155,34,56,1,0,55,36,11,16,9,126
Midland,Sep-11,1,0,0,0,1,10,7,3,12,12,0,66,8,58,73,22,49,2,8,5,3,21,11,10,1,0,1,11,0,11,203,237,195,42,54,556,0,0,0,0,2,554,262,41,221,5,0,5,0,1114,1317,81,10,44,24,3,0,43,41,2,26,150,18,42,1,0,41,31,21,5,5,91
Midland,Oct-11,0,0,0,0,0,47,9,38,21,19,2,105,22,83,77,19,54,4,9,7,2,24,11,13,2,1,1,9,3,6,294,327,272,55,66,564,0,0,0,0,4,560,391,61,330,7,1,6,0,1355,1649,98,8,53,33,4,0,12,6,6,21,131,39,33,1,0,32,45,22,10,13,117
Midland,Nov-11,0,0,0,0,0,12,6,6,18,17,1,87,13,74,90,27,60,3,14,10,4,18,10,8,4,2,2,9,0,9,252,311,258,53,63,519,0,0,0,0,7,512,235,33,202,6,0,6,0,1134,1386,69,1,33,28,7,0,6,3,3,12,87,31,23,4,0,19,45,24,10,11,99
Midland,Dec-11,0,0,0,0,0,14,5,9,32,30,2,113,20,93,91,32,53,6,14,9,5,22,12,10,0,0,0,15,2,13,301,317,249,68,67,524,0,0,0,0,4,520,264,45,219,10,1,9,0,1182,1483,105,25,39,33,8,0,25,20,5,20,150,34,56,4,0,52,56,39,13,4,146
Midland,Jan-12,1,0,0,0,1,21,12,9,4,3,1,102,17,85,81,27,50,4,10,7,3,40,23,17,3,0,3,14,1,13,276,296,240,56,81,576,0,0,0,0,0,576,294,61,233,18,2,14,2,1265,1541,221,42,100,61,18,0,22,20,2,50,293,20,42,1,0,41,40,22,10,8,102
Midland,Feb-12,0,0,0,0,0,11,9,2,2,2,0,103,11,92,89,25,61,3,13,7,6,27,13,14,2,0,2,7,1,6,254,268,207,61,52,501,0,0,0,0,3,498,240,50,190,11,1,9,1,1072,1326,61,6,31,17,6,1,11,7,4,12,84,29,34,2,0,32,40,20,15,5,103
Midland,Mar-12,0,0,0,0,0,32,26,6,10,9,1,106,18,88,82,25,52,5,12,8,4,20,9,11,0,0,0,13,1,12,275,259,199,60,75,553,0,0,0,0,3,550,224,35,189,5,0,5,0,1116,1391,81,10,37,25,8,1,12,9,3,23,116,32,38,5,0,33,47,35,4,8,117
Midland,Apr-12,0,0,0,0,0,26,12,14,7,7,0,89,20,69,74,23,46,5,13,10,3,16,9,7,2,0,2,19,1,18,246,238,153,85,67,510,0,0,0,0,1,509,250,41,209,21,2,17,2,1086,1332,110,8,62,32,7,1,10,9,1,26,146,18,28,0,0,28,184,172,4,8,230
Midland,May-12,2,0,0,0,2,14,9,5,54,50,4,91,13,78,70,23,42,5,7,5,2,11,5,6,0,0,0,12,1,11,261,275,213,62,62,528,0,0,0,0,4,524,229,36,193,8,0,8,0,1102,1363,135,11,73,45,6,0,24,20,4,29,188,18,569,1,0,568,51,41,6,4,638
Midland,Jun-12,2,0,1,0,1,11,3,8,17,14,3,79,15,64,74,29,42,3,17,11,6,12,6,6,4,0,4,15,0,15,231,207,151,56,60,532,0,0,0,0,3,529,231,30,201,2,0,2,0,1032,1263,106,5,66,32,3,0,10,6,4,20,136,16,315,4,0,311,44,21,7,16,375
Midland,Jul-12,1,0,0,0,1,9,8,1,15,15,0,77,22,55,67,23,43,1,8,8,0,19,6,13,3,0,3,16,5,11,215,219,169,50,75,481,0,0,0,0,3,478,239,41,198,8,0,8,0,1022,1237,73,9,36,24,3,1,13,11,2,19,105,16,138,2,0,136,46,31,7,8,200
Midland,Aug-12,2,1,0,0,1,28,20,8,8,7,1,88,21,67,70,21,46,3,9,4,5,16,11,5,0,0,0,18,4,14,239,292,217,75,66,436,0,0,0,0,1,435,214,38,176,6,1,5,0,1014,1253,97,10,55,31,1,0,71,70,1,17,185,15,34,1,0,33,35,28,2,5,84
Midland,Sep-12,1,0,0,0,1,18,14,4,10,10,0,95,15,80,74,24,45,5,13,8,5,16,6,10,2,0,2,10,1,9,239,302,212,90,67,452,0,0,0,0,1,451,263,30,233,7,0,7,0,1091,1330,79,12,46,17,4,0,21,18,3,11,111,25,196,0,0,196,41,25,9,7,262
Midland,Oct-12,0,0,0,0,0,11,9,2,13,13,0,100,18,82,66,22,39,5,9,6,3,17,8,9,0,0,0,10,2,8,226,350,281,69,96,608,0,0,0,0,4,604,309,42,267,9,1,8,0,1372,1598,88,16,45,20,6,1,20,16,4,9,117,30,211,5,0,206,64,45,12,7,305
Midland,Nov-12,0,0,0,0,0,29,22,7,9,9,0,71,11,60,70,19,49,2,9,5,4,16,4,12,5,1,4,13,1,12,222,320,256,64,51,548,0,0,0,0,5,543,332,47,285,10,0,10,0,1261,1483,73,16,37,17,3,0,10,9,1,15,98,21,133,2,0,131,55,36,9,10,209
Midland,Dec-12,4,2,0,0,2,15,13,2,32,29,3,125,16,109,89,30,54,5,13,8,5,21,15,6,0,0,0,20,2,18,319,297,227,70,77,573,0,0,0,0,2,571,263,47,216,16,0,16,0,1226,1545,88,15,48,20,5,0,11,7,4,11,110,18,245,6,0,239,28,17,7,4,291
Midland,Jan-13,0,0,0,0,0,27,19,8,9,8,1,125,20,105,71,21,46,4,9,6,3,32,15,17,1,0,1,13,3,10,287,316,241,75,80,544,0,0,0,0,2,542,280,50,230,23,8,15,0,1243,1530,79,9,26,25,19,0,18,10,8,12,109,21,96,0,0,96,62,46,6,10,179
Midland,Feb-13,0,0,0,0,0,34,20,14,19,18,1,93,14,79,107,30,72,5,9,7,2,15,5,10,1,0,1,12,1,11,290,302,221,81,94,518,0,0,0,0,4,514,255,35,220,9,2,7,0,1178,1468,71,18,25,24,3,1,53,46,7,28,152,20,244,2,0,242,43,28,4,11,307
Midland,Mar-13,0,0,0,0,0,18,15,3,8,8,0,94,14,80,74,28,41,5,13,7,6,16,5,11,1,0,1,12,0,12,236,271,210,61,81,593,0,0,0,0,3,590,205,29,176,42,28,13,1,1192,1428,83,12,50,21,0,0,13,10,3,18,114,32,308,1,0,307,72,63,5,4,412
Midland,Apr-13,0,0,0,0,0,14,10,4,12,11,1,109,21,88,78,27,45,6,10,6,4,13,6,7,3,2,1,20,4,16,259,248,193,55,62,591,0,0,0,0,3,588,261,35,226,20,6,12,2,1182,1441,95,9,44,36,5,1,8,6,2,12,115,34,258,1,0,257,37,26,5,6,329
Midland,May-13,0,0,0,0,0,15,12,3,1,1,0,97,13,84,56,21,33,2,11,9,2,15,8,7,2,0,2,14,2,12,211,257,188,69,65,564,0,0,0,0,2,562,210,20,190,4,0,4,0,1100,1311,95,9,54,28,3,1,13,10,3,37,145,32,120,1,0,119,30,14,11,5,182
Midland,Jun-13,1,0,0,0,1,11,4,7,9,8,1,92,7,85,73,15,57,1,12,11,1,13,6,7,0,0,0,14,5,9,225,214,155,59,53,644,0,0,0,0,1,643,206,40,166,9,0,9,0,1126,1351,127,9,66,44,5,3,18,15,3,25,170,27,171,2,0,169,52,34,8,10,250
Midland,Jul-13,3,0,0,0,3,12,8,4,16,16,0,101,8,93,47,18,29,0,9,6,3,18,8,10,0,0,0,9,1,8,215,228,172,56,40,497,0,0,0,0,2,495,195,24,171,0,0,0,0,960,1175,114,14,55,39,5,1,27,22,5,25,166,23,147,0,0,147,42,35,4,3,212
